Vault ID,Year,University,School,Degree,Employment Rate Overall,Employment Rate FT Perm,Basic Monthly Mean,Basic Monthly Median,Gross Monthly Mean,Gross Monthly Median,Gross Monthly 25th Percentile,Gross Monthly 75th Percentile
885,2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,98.4,3582,3798,3682,3799,3600,3806
886,2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3660,3799,3744,3800,3700,4000
887,2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4775,4700,5387,5250,5000,5900
888,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,90.4,39.8,3639,3100,3868,3300,2700,3600
889,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),93.1,54.2,3529,3500,3586,3500,3300,3854
890,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,93.5,65.3,3597,3500,3666,3500,3345,3875
891,2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4202,4200,4280,4200,4200,4600
892,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),95.8,53.1,3500,3500,3577,3500,3300,3740
893,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),97,78.2,3955,4000,4155,4000,3700,4500
894,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95.5,86.5,3661,3500,3739,3590,3500,4050
895,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,75.4,4256,4000,4370,4200,3800,5000
896,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,91.3,73.9,4499,4000,4584,4000,3765,5000
897,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),100,63.2,3473,3500,3572,3500,3250,3875
898,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97.2,93,4236,4010,4337,4380,3700,4800
899,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),90.3,66.1,3795,3700,3922,3900,3600,4200
900,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.2,69.6,3832,3700,3946,3800,3500,4200
901,2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,91.8,86.8,4848,4640,5009,5000,4400,5600
902,2020,National University of Singapore,Faculty of Science,Bachelor of Science,86,42.1,3195,3000,3297,3100,3000,3650
903,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),93.1,57.4,3636,3500,3723,3528,3300,4000
904,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,80,40,4563,4525,4625,4650,4250,5000
905,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.3,93.7,3590,3600,3751,3700,3500,3950
906,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,100,78.3,4417,4125,4456,4125,3900,4900
907,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,96.3,66.7,4910,4000,5043,4150,3300,6100
908,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94.9,80.7,4459,4000,4579,4000,3600,5000
909,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,90.9,63.6,4443,3500,4443,3500,2800,5500
910,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),96.8,92.1,3951,3400,4050,3500,3000,4425
911,2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),97.1,92.6,5576,5100,5735,5243,4400,6316
912,2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,90.9,90.9,4620,4650,4746,5000,4200,5300
913,2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.6,93.1,4591,4495,4764,4500,4000,5400
914,2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),98,84.3,4985,5000,5094,5000,4480,5800
915,2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),94,91,3984,4000,4058,4000,3650,4300
916,2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,90.3,22.6,3417,3500,3417,3500,3000,3500
917,2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),92.2,66.7,3338,3200,3400,3200,3000,3500
918,2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),95.1,68.6,3609,3600,3682,3630,3200,4000
919,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,100,100,4688,4700,5306,5250,5000,5800
920,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,92.2,3269,3250,3489,3500,3250,3680
921,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),98.5,97,3371,3400,3616,3600,3500,3750
922,2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,69.2,15.4,3163,3125,3238,3275,3125,3350
923,2020,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,65.7,4242,3800,4370,3890,3475,5000
924,2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,92.6,77.8,5615,5350,5798,5350,4225,6485
925,2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),93.7,81.1,4904,5000,4977,5000,4080,5500
926,2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,92.9,47.6,3251,3250,3409,3250,3010,3750
927,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,78.6,3486,3500,3575,3500,3100,3600
928,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,97.1,70.6,2845,2835,2862,2887,2675,3000
929,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,97.7,81.8,3960,4000,3974,4000,3500,4200
930,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,97.6,90.5,4390,4200,4399,4200,3880,4500
931,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.4,69.8,3107,3000,3120,3000,3000,3200
932,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,95.9,4023,4000,4237,4300,3600,4630
933,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),96.2,83,4275,4000,4366,4000,3600,4750
934,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,94.2,73.9,3329,3375,3749,3740,3400,4000
935,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98.1,84.6,3585,3500,3702,3500,3375,3800
936,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),97.1,77.1,3823,3925,4203,4105,3650,4370
937,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),92.9,55.4,4083,4200,4135,4200,3380,4800
938,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,89.9,47.9,3041,3000,3148,3000,2800,3400
939,2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),95.7,82.6,4044,4090,4114,4185,3750,4250
940,2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,95.2,52.4,3060,3000,3084,3000,2770,3400
941,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,95.7,47.8,3095,3000,3242,3200,3000,3500
942,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,97.9,68.8,3501,3500,3603,3500,3400,3850
943,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,79.2,3774,3650,3821,3750,3300,4370
944,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,94.6,57.1,3281,3300,3443,3350,3025,3925
945,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,78.6,42.9,3217,3150,3244,3200,2600,3465
946,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,69.2,3921,3800,4160,4000,3750,4800
947,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),100,100,3446,3400,3685,3650,3400,3859
948,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3510,3400,3542,3400,3364,3629
949,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),98.2,96.3,3485,3480,3518,3500,3400,3700
950,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,100,83.3,3380,3500,3380,3500,3400,3500
951,2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,97.9,78.7,3444,3400,3518,3500,3200,3700
952,2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,96.2,94.2,3436,3270,3725,3650,3405,4000
953,2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,93.3,48.9,3147,3100,3387,3175,2815,3650
954,2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,94.7,39.5,3760,3600,3773,3600,3350,4000
955,2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86,66.7,2497,2475,2675,2550,2300,2820
956,2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,85.7,38.1,2773,2800,2876,2800,2500,3000
957,2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,83.9,45.2,2958,2500,2992,2600,2500,3500
958,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,91.2,35.3,4127,3900,4159,3921,3400,5010
959,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,100,37.9,3900,3750,3940,3750,3400,4600
960,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,95,53.3,3461,3500,3592,3500,3200,3650
961,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,89.3,58.9,3579,3454,3690,3600,3200,4000
962,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,98.6,89.9,4517,5000,4530,5000,4000,5000
963,2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,93.7,68.4,3634,3480,3919,3700,3400,4300
964,2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,94.7,86,3636,3050,3694,3100,3000,4000
965,2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,86.1,3979,3600,4057,3744,3000,4583
966,2020,Singapore Management University,School of Business (4-year programme) *,Business Management,95.8,68.4,4183,3800,4293,3850,3440,4600
967,2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.5,78.7,4596,4000,4688,4000,3600,5000
968,2020,Singapore Management University,School of Economics (4-year programme) *,Economics,91.5,70.5,4181,3750,4290,3800,3400,4500
969,2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.7,82.9,4670,4000,4749,4000,3660,5275
970,2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,93.1,83.9,4548,4500,4683,4542,4000,5400
971,2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),93.3,93.3,4903,5000,5064,5000,4500,5416
972,2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,89.9,52.8,3540,3360,3626,3500,3200,4000
973,2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),90.6,65.6,3711,3510,3784,3510,3230,4200
974,2020,Singapore Management University,School of Law (4-year programme) *,Law #,95.5,91.1,4729,4500,4804,4588,4000,5600
975,2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,97,95.5,5053,5000,5141,5000,4500,5735
976,2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,100,88.2,2879,3000,2879,3000,2700,3016
977,2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,90.6,22.6,2947,2750,3051,2950,2650,3300
978,2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,97.3,89.2,3443,3500,3486,3500,3450,3655
979,2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,94.6,81.7,3059,3000,3116,3000,3000,3000
980,2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,100,50,3537,3163,3854,3163,2850,4466
981,2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.1,51.3,3126,2900,3246,2900,2750,3520
982,2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,88,36,3125,3100,3284,3185,2950,3500
983,2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),94.6,82.1,3809,3800,3901,3800,3500,4150
984,2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.2,77.1,4195,3950,4287,4000,3725,4900
985,2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),96.9,85.4,4581,4500,4734,4500,4000,5000
986,2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),100,95.6,3897,3800,3982,3800,3500,4070
